a,transaction_id,customer_id,credit_card_number,amount,transaction_type,old_balance,transaction_time,new_balance,is_fraud
280,T00280,C4573,4.81815E+16,7959.97,ATM,48192.01,01-01-2023 04:39,40232.04,0
281,T00281,C3484,4.44408E+16,8901.15,POS,46813.73,01-01-2023 04:40,37912.58,0
282,T00282,C2733,4.38435E+16,3386.57,Online,42416.59,01-01-2023 04:41,39030.02,0
283,T00283,C4950,4.57761E+16,3762.07,POS,46022.98,01-01-2023 04:42,42260.91,0
284,T00284,C1867,4.96097E+16,948.88,Transfer,22512.07,01-01-2023 04:43,21563.19,0
285,T00285,C4804,4.1877E+16,5787.02,ATM,26867.88,01-01-2023 04:44,21080.86,0
286,T00286,C3208,4.57855E+16,369.06,Online,37130.42,01-01-2023 04:45,36761.36,0
287,T00287,C4093,4.4187E+16,4661.32,Transfer,34837.68,01-01-2023 04:46,30176.36,0
288,T00288,C3989,4.86042E+16,5431.02,Online,44544.86,01-01-2023 04:47,39113.84,0
289,T00289,C3825,4.64988E+16,2872.55,Online,35844.92,01-01-2023 04:48,32972.37,0
290,T00290,C1823,4.68733E+16,5912.42,Transfer,49894.45,01-01-2023 04:49,43982.03,0
291,T00291,C3920,4.34553E+16,314.7,POS,17490.44,01-01-2023 04:50,17175.74,0
292,T00292,C2276,4.34349E+16,383.11,Transfer,41666.59,01-01-2023 04:51,41283.48,0
293,T00293,C2634,4.82266E+16,8227.78,Transfer,34911.98,01-01-2023 04:52,26684.2,0
294,T00294,C3751,4.32999E+16,3608.3,POS,34600.18,01-01-2023 04:53,30991.88,0
295,T00295,C3661,4.62618E+16,1279.33,ATM,16359.2,01-01-2023 04:54,15079.87,0
296,T00296,C2529,4.51533E+16,5227.21,Transfer,39301.53,01-01-2023 04:55,34074.32,0
297,T00297,C2794,4.70825E+16,7702.24,Online,45028.76,01-01-2023 04:56,37326.52,0
298,T00298,C4684,4.31779E+16,2166.05,Transfer,11005.57,01-01-2023 04:57,8839.52,0
299,T00299,C3119,4.70518E+16,6232.68,Transfer,31312.29,01-01-2023 04:58,25079.61,0
300,T00300,C2849,4.794E+16,862.62,Online,19667.53,01-01-2023 04:59,18804.91,0
301,T00301,C1495,4.56833E+16,526.3,POS,49478.45,01-01-2023 05:00,48952.15,0
302,T00302,C2015,4.71043E+16,5318.23,ATM,23993.76,01-01-2023 05:01,18675.53,0
303,T00303,C1920,4.99461E+16,5410.94,ATM,11493.18,01-01-2023 05:02,6082.24,0
304,T00304,C1262,4.38217E+16,6377.92,Online,19154.7,01-01-2023 05:03,12776.78,0
305,T00305,C2384,4.10953E+16,7263.65,POS,32726.54,01-01-2023 05:04,25462.89,0
306,T00306,C1086,4.10763E+16,9758.76,Transfer,3896.86,01-01-2023 05:05,-5861.9,0
307,T00307,C3409,4.16121E+16,5167.84,Transfer,30219.74,01-01-2023 05:06,25051.9,0
308,T00308,C3268,4.47042E+16,3236.34,Transfer,46568.12,01-01-2023 05:07,43331.78,0
309,T00309,C1942,4.57312E+16,7953.91,Transfer,42533.1,01-01-2023 05:08,34579.19,0
310,T00310,C3410,4.71744E+16,2715.61,Transfer,3476.91,01-01-2023 05:09,761.3,0
311,T00311,C1902,4.41662E+16,4395.32,Online,49670.15,01-01-2023 05:10,45274.83,0
312,T00312,C1029,4.75325E+16,793.78,Transfer,34966.47,01-01-2023 05:11,34172.69,0
313,T00313,C1290,4.32689E+16,263.25,Transfer,8197.81,01-01-2023 05:12,7934.56,0
314,T00314,C3899,4.13066E+16,9626.86,POS,719.56,01-01-2023 05:13,-8907.3,0
315,T00315,C3584,4.6579E+16,8361.44,Transfer,8647,01-01-2023 05:14,285.56,0
316,T00316,C1241,4.15123E+16,6962.78,ATM,41924.98,01-01-2023 05:15,34962.2,0
317,T00317,C1937,4.63515E+16,4095.44,Online,1179.8,01-01-2023 05:16,-2915.64,0
318,T00318,C1276,4.90521E+16,1741.21,Online,11734.05,01-01-2023 05:17,9992.84,0
319,T00319,C4708,4.2953E+16,1572.81,Online,37889.55,01-01-2023 05:18,36316.74,0
320,T00320,C1128,4.63988E+16,2509.93,ATM,29346.92,01-01-2023 05:19,26836.99,0
321,T00321,C4521,4.2097E+16,5496.77,Transfer,39158.51,01-01-2023 05:20,33661.74,0
322,T00322,C2353,4.96271E+16,7148.81,Online,37332.91,01-01-2023 05:21,30184.1,0
323,T00323,C1290,4.17781E+16,6605.37,ATM,2625.01,01-01-2023 05:22,-3980.36,0
324,T00324,C3105,4.64465E+16,2806.54,POS,44636.32,01-01-2023 05:23,41829.78,0
325,T00325,C1974,4.43863E+16,9549.1,Transfer,11428.89,01-01-2023 05:24,1879.79,0
326,T00326,C2140,4.78802E+16,7381.59,ATM,27714.28,01-01-2023 05:25,20332.69,0
327,T00327,C3740,4.68358E+16,5548,Transfer,32249.98,01-01-2023 05:26,26701.98,0
328,T00328,C2988,4.82346E+16,6121.09,POS,8514.55,01-01-2023 05:27,2393.46,0
329,T00329,C1877,4.26642E+16,4201.8,ATM,48813.94,01-01-2023 05:28,44612.14,0
330,T00330,C3208,4.19984E+16,2484.83,Transfer,24458.98,01-01-2023 05:29,21974.15,0
331,T00331,C1541,4.26597E+16,3566.17,ATM,2976.37,01-01-2023 05:30,-589.8,0
332,T00332,C3962,4.36532E+16,7580.88,Online,46869.38,01-01-2023 05:31,39288.5,0
333,T00333,C4831,4.69491E+16,153.79,Transfer,29354.77,01-01-2023 05:32,29200.98,0
334,T00334,C4614,4.1682E+16,1169.57,ATM,34989.74,01-01-2023 05:33,33820.17,0
335,T00335,C3338,4.50843E+16,469.57,Online,26306.27,01-01-2023 05:34,25836.7,0
336,T00336,C3360,4.99644E+16,416.88,POS,41753.42,01-01-2023 05:35,41336.54,0
337,T00337,C2936,4.79298E+16,8556.05,Transfer,1753.36,01-01-2023 05:36,-6802.69,0
338,T00338,C1995,4.7235E+16,7039.54,Transfer,13492.08,01-01-2023 05:37,6452.54,0
339,T00339,C4213,4.7013E+16,4747,POS,23535.45,01-01-2023 05:38,18788.45,0
340,T00340,C2937,4.79366E+16,987.36,Online,3922.52,01-01-2023 05:39,2935.16,0
341,T00341,C4307,4.33179E+16,4921.24,POS,35324.74,01-01-2023 05:40,30403.5,0
342,T00342,C2667,4.80322E+16,4739.98,Transfer,19743.8,01-01-2023 05:41,15003.82,0
343,T00343,C1779,4.34976E+16,1740.29,ATM,13706.13,01-01-2023 05:42,11965.84,0
344,T00344,C1386,4.15619E+16,4344.18,Online,268.6,01-01-2023 05:43,-4075.58,0
345,T00345,C1397,4.45001E+16,3991.06,Online,36019.53,01-01-2023 05:44,32028.47,0
346,T00346,C3699,4.99708E+16,6162.34,Online,41707.08,01-01-2023 05:45,35544.74,0
347,T00347,C2765,4.3326E+16,6354.59,POS,19812.52,01-01-2023 05:46,13457.93,0
348,T00348,C2451,4.83211E+16,462.59,POS,28254.48,01-01-2023 05:47,27791.89,0
349,T00349,C2734,4.26026E+16,3752.38,ATM,11461.56,01-01-2023 05:48,7709.18,0
350,T00350,C2683,4.16251E+16,6262.34,ATM,31147.66,01-01-2023 05:49,24885.32,0
351,T00351,C2912,4.98218E+16,5036.33,Online,705.66,01-01-2023 05:50,-4330.67,0
352,T00352,C4538,4.28075E+16,8566.33,ATM,24483.33,01-01-2023 05:51,15917,0
353,T00353,C3986,4.45365E+16,6590.35,POS,32245.85,01-01-2023 05:52,25655.5,0
354,T00354,C1221,4.6814E+16,1637.71,ATM,45917.77,01-01-2023 05:53,44280.06,0
355,T00355,C3758,4.19767E+16,714.98,POS,19128.66,01-01-2023 05:54,18413.68,0
356,T00356,C3676,4.58696E+16,6427.77,ATM,38282.99,01-01-2023 05:55,31855.22,0
357,T00357,C3646,4.48844E+16,274.85,Transfer,29924.58,01-01-2023 05:56,29649.73,0
358,T00358,C1403,4.65301E+16,5861.9,POS,46357.9,01-01-2023 05:57,40496,0
359,T00359,C1248,4.1957E+16,9402.9,Transfer,19979.05,01-01-2023 05:58,10576.15,0
360,T00360,C2649,4.49774E+16,5758.99,POS,16022.86,01-01-2023 05:59,10263.87,0
361,T00361,C3982,4.33328E+16,3887.82,ATM,44368.39,01-01-2023 06:00,40480.57,0
362,T00362,C2389,4.1314E+16,6436.45,Transfer,2557.3,01-01-2023 06:01,-3879.15,0
363,T00363,C4279,4.16342E+16,4587.95,ATM,6905.63,01-01-2023 06:02,2317.68,0
364,T00364,C4529,4.75531E+16,5460.71,POS,4211.98,01-01-2023 06:03,-1248.73,0
365,T00365,C1447,4.80007E+16,9415.23,Transfer,42171.19,01-01-2023 06:04,32755.96,0
366,T00366,C2018,4.1169E+16,3867.17,Online,629.31,01-01-2023 06:05,-3237.86,0
367,T00367,C1784,4.54829E+16,9612.29,ATM,43096.69,01-01-2023 06:06,33484.4,1
368,T00368,C1779,4.68805E+16,9054.45,POS,22618.26,01-01-2023 06:07,13563.81,0
369,T00369,C3196,4.10078E+16,1965.95,Transfer,300.86,01-01-2023 06:08,-1665.09,0
370,T00370,C2837,4.13408E+16,702.92,ATM,20142.09,01-01-2023 06:09,19439.17,0
371,T00371,C1574,4.45172E+16,1016.77,Transfer,9421.36,01-01-2023 06:10,8404.59,0
372,T00372,C2728,4.23656E+16,192.04,ATM,31257.58,01-01-2023 06:11,31065.54,0
373,T00373,C1751,4.39709E+16,953.49,ATM,34000,01-01-2023 06:12,33046.51,0
374,T00374,C2140,4.45248E+16,6833.24,ATM,24427.63,01-01-2023 06:13,17594.39,0
375,T00375,C2894,4.10334E+16,721.17,Transfer,2121.92,01-01-2023 06:14,1400.75,0
376,T00376,C2023,4.73735E+16,3196.57,Transfer,32840.83,01-01-2023 06:15,29644.26,1
377,T00377,C4581,4.79445E+16,8450.3,ATM,42117.74,01-01-2023 06:16,33667.44,0
378,T00378,C4781,4.53067E+16,242.49,Online,36044.18,01-01-2023 06:17,35801.69,0
379,T00379,C1308,4.46381E+16,8146.54,Online,41514.9,01-01-2023 06:18,33368.36,0
380,T00380,C2815,4.75551E+16,2825.73,Online,10105.43,01-01-2023 06:19,7279.7,0
381,T00381,C4309,4.83163E+16,1190.47,POS,44455.51,01-01-2023 06:20,43265.04,0
382,T00382,C4528,4.16314E+16,6970.4,Online,16177.45,01-01-2023 06:21,9207.05,0
383,T00383,C4506,4.30342E+16,6293.14,Transfer,768.9,01-01-2023 06:22,-5524.24,0
384,T00384,C3254,4.44626E+16,8775.95,Online,42185.24,01-01-2023 06:23,33409.29,0
385,T00385,C1401,4.72083E+16,7353.36,Transfer,47096.88,01-01-2023 06:24,39743.52,0
386,T00386,C1207,4.80241E+16,8036.77,POS,32812.35,01-01-2023 06:25,24775.58,0
387,T00387,C3671,4.20917E+16,2827.53,Transfer,11648.69,01-01-2023 06:26,8821.16,0
388,T00388,C3214,4.58216E+16,1782.62,Transfer,12662.05,01-01-2023 06:27,10879.43,0
389,T00389,C4424,4.99316E+16,7508.64,Transfer,23382.98,01-01-2023 06:28,15874.34,0
390,T00390,C1060,4.40034E+16,8070.28,Online,44901.77,01-01-2023 06:29,36831.49,0
391,T00391,C4969,4.37276E+16,9905.15,ATM,7564.92,01-01-2023 06:30,-2340.23,0
392,T00392,C1382,4.14971E+16,4132.05,Transfer,41316.09,01-01-2023 06:31,37184.04,0
393,T00393,C4794,4.99803E+16,3726.46,Online,14636.01,01-01-2023 06:32,10909.55,0
394,T00394,C4086,4.68283E+16,7766.37,Online,40448.45,01-01-2023 06:33,32682.08,1
395,T00395,C4476,4.42908E+16,3414.63,Online,46021.53,01-01-2023 06:34,42606.9,0
396,T00396,C1968,4.86862E+16,9308.27,ATM,21431.94,01-01-2023 06:35,12123.67,0
397,T00397,C1681,4.4063E+16,8585.54,ATM,18316.03,01-01-2023 06:36,9730.49,0
398,T00398,C2664,4.85767E+16,4295.65,ATM,40130.84,01-01-2023 06:37,35835.19,0
399,T00399,C2989,4.78496E+16,7511.2,ATM,26521.2,01-01-2023 06:38,19010,1
400,T00400,C2971,4.36117E+16,7547.88,POS,34254.01,01-01-2023 06:39,26706.13,0
401,T00401,C1875,4.28295E+16,1040.21,ATM,31179.18,01-01-2023 06:40,30138.97,0
402,T00402,C4541,4.59943E+16,9026.5,ATM,7729.15,01-01-2023 06:41,-1297.35,0
403,T00403,C2642,4.97146E+16,5057.47,ATM,42255.04,01-01-2023 06:42,37197.57,0
404,T00404,C4696,4.69514E+16,8266.31,Transfer,9869.18,01-01-2023 06:43,1602.87,0
405,T00405,C1240,4.3692E+16,3207.3,Transfer,46620.88,01-01-2023 06:44,43413.58,0
406,T00406,C1674,4.45138E+16,8956.28,ATM,12603.51,01-01-2023 06:45,3647.23,0
407,T00407,C2552,4.19617E+16,3898.12,POS,36720.66,01-01-2023 06:46,32822.54,0
408,T00408,C1008,4.72045E+16,118.27,Transfer,14304.3,01-01-2023 06:47,14186.03,0
409,T00409,C2599,4.5382E+16,9054.77,Online,15957.49,01-01-2023 06:48,6902.72,0
410,T00410,C2086,4.89733E+16,921.95,Transfer,15569.09,01-01-2023 06:49,14647.14,0
411,T00411,C4795,4.4945E+16,3199.94,Online,37419.82,01-01-2023 06:50,34219.88,0
412,T00412,C4211,4.27065E+16,9501.12,Transfer,27885.07,01-01-2023 06:51,18383.95,0
413,T00413,C4215,4.13215E+16,9506.57,ATM,44159.33,01-01-2023 06:52,34652.76,0
414,T00414,C2863,4.12285E+16,5738.64,Transfer,15437.9,01-01-2023 06:53,9699.26,0
415,T00415,C2168,4.99746E+16,6322.05,ATM,34630.43,01-01-2023 06:54,28308.38,0
416,T00416,C2732,4.31481E+16,4489.97,ATM,37672.14,01-01-2023 06:55,33182.17,0
417,T00417,C3853,4.45017E+16,2939.18,Transfer,7658.96,01-01-2023 06:56,4719.78,0
418,T00418,C4921,4.81404E+16,3293.36,Online,20089.41,01-01-2023 06:57,16796.05,0
419,T00419,C3992,4.67953E+16,6728.46,Online,24192.59,01-01-2023 06:58,17464.13,0
420,T00420,C4208,4.55008E+16,7526.22,Transfer,17848.8,01-01-2023 06:59,10322.58,0
421,T00421,C3276,4.96915E+16,7917.87,ATM,16173.42,01-01-2023 07:00,8255.55,0
422,T00422,C3711,4.83119E+16,7898.29,Online,34352.35,01-01-2023 07:01,26454.06,0
423,T00423,C3942,4.97061E+16,921.15,POS,10871.73,01-01-2023 07:02,9950.58,0
424,T00424,C2993,4.11479E+16,4949.26,ATM,35498.6,01-01-2023 07:03,30549.34,0
425,T00425,C1634,4.4056E+16,585.01,Transfer,46758.71,01-01-2023 07:04,46173.7,0
426,T00426,C1777,4.40419E+16,5499.79,ATM,28303.36,01-01-2023 07:05,22803.57,0
427,T00427,C2215,4.74943E+16,4420.89,POS,30610.57,01-01-2023 07:06,26189.68,0
428,T00428,C1891,4.46525E+16,8878.16,POS,3539.74,01-01-2023 07:07,-5338.42,0
429,T00429,C4967,4.29066E+16,3515.64,Online,43237.4,01-01-2023 07:08,39721.76,0
430,T00430,C1239,4.68894E+16,1179.5,POS,14343.84,01-01-2023 07:09,13164.34,0
431,T00431,C3372,4.57118E+16,1438.49,ATM,30791.05,01-01-2023 07:10,29352.56,0
432,T00432,C4013,4.94676E+16,7617.49,Online,48957.7,01-01-2023 07:11,41340.21,0
433,T00433,C3220,4.88381E+16,6186,POS,29815.58,01-01-2023 07:12,23629.58,0
434,T00434,C1249,4.58329E+16,1020.22,Online,36263,01-01-2023 07:13,35242.78,0
435,T00435,C4063,4.76748E+16,850.23,Online,22321.45,01-01-2023 07:14,21471.22,0
436,T00436,C2284,4.30985E+16,7012.68,Transfer,3112.26,01-01-2023 07:15,-3900.42,0
437,T00437,C1234,4.16488E+16,736.9,Online,39900.21,01-01-2023 07:16,39163.31,0
438,T00438,C1205,4.76244E+16,8220.38,Online,1846.44,01-01-2023 07:17,-6373.94,0
439,T00439,C3392,4.54036E+16,7065.36,POS,35062.83,01-01-2023 07:18,27997.47,0
440,T00440,C2952,4.11717E+16,822.67,ATM,1243.79,01-01-2023 07:19,421.12,0
441,T00441,C3059,4.91711E+16,857.53,ATM,43129.03,01-01-2023 07:20,42271.5,0
442,T00442,C4765,4.65698E+16,9866.53,POS,7966.04,01-01-2023 07:21,-1900.49,0
443,T00443,C4492,4.31859E+16,3748.97,ATM,25762.15,01-01-2023 07:22,22013.18,0
444,T00444,C3175,4.68437E+16,3712.72,Online,29897.82,01-01-2023 07:23,26185.1,0
445,T00445,C1644,4.11294E+16,8129.87,Transfer,22931.52,01-01-2023 07:24,14801.65,1
446,T00446,C1232,4.66985E+16,9473.01,Online,17104.1,01-01-2023 07:25,7631.09,0
447,T00447,C4935,4.91485E+16,9860.15,Online,23443.93,01-01-2023 07:26,13583.78,0
448,T00448,C3080,4.83926E+16,7536.25,Transfer,15639.65,01-01-2023 07:27,8103.4,0
449,T00449,C1328,4.18763E+16,3768.83,POS,21962.31,01-01-2023 07:28,18193.48,0
450,T00450,C4487,4.65054E+16,844.17,Online,18009.76,01-01-2023 07:29,17165.59,1
451,T00451,C1761,4.85242E+16,7773.7,Online,28353.62,01-01-2023 07:30,20579.92,0
452,T00452,C1280,4.15761E+16,5588.46,POS,11972.42,01-01-2023 07:31,6383.96,0
453,T00453,C3437,4.83631E+16,4247.98,Online,49433.96,01-01-2023 07:32,45185.98,0
454,T00454,C1278,4.20284E+16,9064.48,Online,25093.41,01-01-2023 07:33,16028.93,0
455,T00455,C3765,4.63591E+16,1120.86,ATM,9788.69,01-01-2023 07:34,8667.83,0
456,T00456,C4530,4.65451E+16,4931.32,POS,23905.63,01-01-2023 07:35,18974.31,0
457,T00457,C1963,4.15684E+16,123.42,Online,43334.11,01-01-2023 07:36,43210.69,0
458,T00458,C2653,4.28252E+16,4691.92,Online,1188.16,01-01-2023 07:37,-3503.76,0
459,T00459,C1491,4.40385E+16,572.47,Transfer,34009.75,01-01-2023 07:38,33437.28,0
460,T00460,C4856,4.85291E+16,1196.99,Transfer,27443.59,01-01-2023 07:39,26246.6,0
461,T00461,C4646,4.76467E+16,1184.09,Transfer,8560.94,01-01-2023 07:40,7376.85,0
462,T00462,C3333,4.4621E+16,6495.61,Online,40892.07,01-01-2023 07:41,34396.46,0
463,T00463,C2008,4.20881E+16,7462.99,Online,18507.34,01-01-2023 07:42,11044.35,0
464,T00464,C3371,4.71617E+16,5837.85,Transfer,14760.72,01-01-2023 07:43,8922.87,0
465,T00465,C3435,4.59169E+16,9622.1,ATM,41423.45,01-01-2023 07:44,31801.35,0
466,T00466,C1162,4.38966E+16,3754.96,ATM,31962.4,01-01-2023 07:45,28207.44,0
467,T00467,C3536,4.96892E+16,2864.26,ATM,44923.13,01-01-2023 07:46,42058.87,0
468,T00468,C1335,4.29206E+16,8687.31,ATM,31531.2,01-01-2023 07:47,22843.89,0
469,T00469,C2717,4.14106E+16,2243.72,POS,37066.8,01-01-2023 07:48,34823.08,0
470,T00470,C3692,4.25623E+16,9632.59,Transfer,41838.65,01-01-2023 07:49,32206.06,0
471,T00471,C3390,4.15694E+16,131.42,Online,2831.51,01-01-2023 07:50,2700.09,0
472,T00472,C3315,4.3467E+16,9699.09,Transfer,38824.84,01-01-2023 07:51,29125.75,0
473,T00473,C3141,4.78234E+16,441.17,ATM,30723.95,01-01-2023 07:52,30282.78,0
474,T00474,C2295,4.25137E+16,8912.52,Online,3568.44,01-01-2023 07:53,-5344.08,0
475,T00475,C4828,4.4332E+16,5281.73,POS,25478.04,01-01-2023 07:54,20196.31,0
476,T00476,C2068,4.24862E+16,9929.72,Transfer,4214.66,01-01-2023 07:55,-5715.06,0
477,T00477,C1836,4.31946E+16,747.23,Online,36823.77,01-01-2023 07:56,36076.54,0
478,T00478,C3743,4.62421E+16,5543,Online,27370.44,01-01-2023 07:57,21827.44,0
479,T00479,C3933,4.22013E+16,9693.33,ATM,47683.32,01-01-2023 07:58,37989.99,0
480,T00480,C2286,4.81252E+16,5235.75,ATM,9238.46,01-01-2023 07:59,4002.71,0
481,T00481,C1977,4.66943E+16,6297.69,Transfer,30341.07,01-01-2023 08:00,24043.38,0
482,T00482,C2087,4.43879E+16,6960.53,POS,10657.95,01-01-2023 08:01,3697.42,0
483,T00483,C2621,4.24209E+16,4550.87,Online,30741.84,01-01-2023 08:02,26190.97,0
484,T00484,C1536,4.8923E+16,6279.31,ATM,36160.22,01-01-2023 08:03,29880.91,0
485,T00485,C3751,4.17271E+16,5847.3,Transfer,36142.99,01-01-2023 08:04,30295.69,0
486,T00486,C3643,4.10651E+16,9012.57,ATM,40772.19,01-01-2023 08:05,31759.62,0
487,T00487,C2228,4.93419E+16,464.01,Transfer,42692.16,01-01-2023 08:06,42228.15,0
488,T00488,C2872,4.73658E+16,2816.82,ATM,3955.86,01-01-2023 08:07,1139.04,0
489,T00489,C2295,4.63479E+16,9504.61,POS,17229.03,01-01-2023 08:08,7724.42,0
490,T00490,C4805,4.35556E+16,8903.74,Online,34387.41,01-01-2023 08:09,25483.67,0
491,T00491,C4079,4.72465E+16,4562.01,ATM,24979.46,01-01-2023 08:10,20417.45,0
492,T00492,C4832,4.81359E+16,6205.12,Online,9614.73,01-01-2023 08:11,3409.61,0
493,T00493,C1297,4.52875E+16,2781.04,Transfer,27680.21,01-01-2023 08:12,24899.17,0
494,T00494,C1038,4.21429E+16,1889.33,POS,20431.04,01-01-2023 08:13,18541.71,0
495,T00495,C2877,4.22888E+16,4642.35,Online,19562.91,01-01-2023 08:14,14920.56,0
496,T00496,C3544,4.34405E+16,3539.99,ATM,40506.71,01-01-2023 08:15,36966.72,0
497,T00497,C3306,4.5057E+16,5840.72,Online,20439.16,01-01-2023 08:16,14598.44,0
498,T00498,C1409,4.3155E+16,786.57,Online,1420.08,01-01-2023 08:17,633.51,0
499,T00499,C1300,4.25722E+16,9744.2,Transfer,2997.36,01-01-2023 08:18,-6746.84,0
500,T00500,C3202,4.723E+16,9862.25,POS,42826.58,01-01-2023 08:19,32964.33,0
501,T00501,C1873,4.63707E+16,6984.64,POS,48033.98,01-01-2023 08:20,41049.34,0
502,T00502,C3072,4.74599E+16,5365.6,Online,34451.63,01-01-2023 08:21,29086.03,0
503,T00503,C2086,4.65129E+16,3102.18,Online,18281.98,01-01-2023 08:22,15179.8,1
504,T00504,C1542,4.17928E+16,8139.81,Transfer,46936.16,01-01-2023 08:23,38796.35,0
505,T00505,C4822,4.84443E+16,6850.46,Online,33173.87,01-01-2023 08:24,26323.41,0
506,T00506,C2429,4.3713E+16,1634.54,Transfer,42232.24,01-01-2023 08:25,40597.7,0
507,T00507,C4608,4.47721E+16,9110.16,POS,38316.03,01-01-2023 08:26,29205.87,0
508,T00508,C1281,4.60234E+16,8227.15,POS,19019.05,01-01-2023 08:27,10791.9,0
509,T00509,C4601,4.27285E+16,9498.5,Transfer,23987.24,01-01-2023 08:28,14488.74,0
510,T00510,C2000,4.98865E+16,7259.94,Online,9387.99,01-01-2023 08:29,2128.05,0
511,T00511,C2513,4.97982E+16,6138.02,POS,14671.5,01-01-2023 08:30,8533.48,0
512,T00512,C2167,4.65747E+16,4188.25,ATM,38928.47,01-01-2023 08:31,34740.22,0
513,T00513,C1646,4.87708E+16,9327.96,Transfer,44709.52,01-01-2023 08:32,35381.56,0
514,T00514,C2794,4.98881E+16,8661.98,POS,36250.58,01-01-2023 08:33,27588.6,0
515,T00515,C4415,4.55715E+16,461.73,POS,23312.17,01-01-2023 08:34,22850.44,0
516,T00516,C3225,4.51813E+16,273.41,POS,4416.81,01-01-2023 08:35,4143.4,0
517,T00517,C3881,4.66427E+16,3770.87,ATM,2941.7,01-01-2023 08:36,-829.17,1
518,T00518,C2239,4.28745E+16,8107.43,ATM,18778.85,01-01-2023 08:37,10671.42,0
519,T00519,C3505,4.1478E+16,9872.89,ATM,23244.7,01-01-2023 08:38,13371.81,0
520,T00520,C4305,4.20149E+16,1512.66,Online,30495.12,01-01-2023 08:39,28982.46,0
521,T00521,C3678,4.2344E+16,5945.37,Transfer,423.83,01-01-2023 08:40,-5521.54,0
522,T00522,C3166,4.86001E+16,3815.1,Online,49487.17,01-01-2023 08:41,45672.07,0
523,T00523,C1032,4.92099E+16,9699.44,ATM,18260.55,01-01-2023 08:42,8561.11,0
524,T00524,C3735,4.54812E+16,8422.77,Transfer,42419.92,01-01-2023 08:43,33997.15,0
525,T00525,C4346,4.2439E+16,8384.9,Online,26794.84,01-01-2023 08:44,18409.94,0
526,T00526,C3271,4.93107E+16,4692.24,Online,6608.93,01-01-2023 08:45,1916.69,0
527,T00527,C2226,4.14866E+16,4154.05,Online,39898.52,01-01-2023 08:46,35744.47,0
528,T00528,C4816,4.42804E+16,2741.34,ATM,35520.37,01-01-2023 08:47,32779.03,0
529,T00529,C3717,4.28878E+16,573.19,POS,26419.06,01-01-2023 08:48,25845.87,0
530,T00530,C1424,4.32642E+16,8648.58,Transfer,25776.2,01-01-2023 08:49,17127.62,0
531,T00531,C4845,4.65558E+16,8130.88,ATM,4465.23,01-01-2023 08:50,-3665.65,0
532,T00532,C4596,4.90171E+16,9997.18,Transfer,32826.86,01-01-2023 08:51,22829.68,0
533,T00533,C1550,4.50816E+16,9966.4,ATM,45571.13,01-01-2023 08:52,35604.73,0
534,T00534,C2083,4.19405E+16,5558.76,Online,4752.92,01-01-2023 08:53,-805.84,0
535,T00535,C1472,4.14725E+16,7692.18,Online,13249.22,01-01-2023 08:54,5557.04,0
536,T00536,C4644,4.58401E+16,9448.21,POS,45125.17,01-01-2023 08:55,35676.96,0
537,T00537,C1438,4.24235E+16,8497.98,POS,14288.76,01-01-2023 08:56,5790.78,0
538,T00538,C4040,4.12618E+16,2481.01,Transfer,32731.79,01-01-2023 08:57,30250.78,0
539,T00539,C3266,4.56378E+16,4510.94,POS,26787.43,01-01-2023 08:58,22276.49,0
540,T00540,C1636,4.16382E+16,1300.3,POS,29856.75,01-01-2023 08:59,28556.45,0
541,T00541,C2115,4.31194E+16,9540.97,Transfer,20847.87,01-01-2023 09:00,11306.9,0
542,T00542,C2154,4.50066E+16,6065.68,ATM,15069.57,01-01-2023 09:01,9003.89,0
543,T00543,C3477,4.6222E+16,2294.14,POS,2521.82,01-01-2023 09:02,227.68,0
544,T00544,C1862,4.47746E+16,6720.29,ATM,37239.62,01-01-2023 09:03,30519.33,0
545,T00545,C3939,4.77292E+16,6185.1,Online,37330.06,01-01-2023 09:04,31144.96,0
546,T00546,C2404,4.90918E+16,3588.05,POS,33569.21,01-01-2023 09:05,29981.16,0
547,T00547,C1833,4.30722E+16,1144.44,Online,32217.33,01-01-2023 09:06,31072.89,0
548,T00548,C3815,4.1992E+16,6719.02,Online,12261.48,01-01-2023 09:07,5542.46,0
549,T00549,C3597,4.30517E+16,5207.87,ATM,1215.01,01-01-2023 09:08,-3992.86,0
550,T00550,C4493,4.31358E+16,7725.46,Transfer,40454.9,01-01-2023 09:09,32729.44,0
551,T00551,C2081,4.47163E+16,5206.43,POS,24607.81,01-01-2023 09:10,19401.38,0
552,T00552,C3070,4.2801E+16,8523.29,ATM,15411.22,01-01-2023 09:11,6887.93,0
553,T00553,C3001,4.90287E+16,5523.55,Transfer,5186.4,01-01-2023 09:12,-337.15,0
554,T00554,C2028,4.16623E+16,5613.77,Online,3229.81,01-01-2023 09:13,-2383.96,0
555,T00555,C4708,4.627E+16,8767.77,POS,17508.45,01-01-2023 09:14,8740.68,0
556,T00556,C4719,4.14894E+16,4040.79,Online,40256.38,01-01-2023 09:15,36215.59,0
557,T00557,C4465,4.49259E+16,1348.81,Online,45944.32,01-01-2023 09:16,44595.51,0
558,T00558,C1208,4.2947E+16,297.54,POS,44847.89,01-01-2023 09:17,44550.35,0
559,T00559,C1378,4.64893E+16,7553.82,Transfer,46008.04,01-01-2023 09:18,38454.22,0
560,T00560,C3598,4.26038E+16,6206.89,Transfer,45395.49,01-01-2023 09:19,39188.6,0
